,name,description,host_name,host_response_time,host_response_rate,neighbourhood,room_type,accommodates,amenities,price,has_availability,review_accuracy,cleanliness,location_review,good_property,longitude,latitude
110,Beautiful apartment in Eixample,"New apartment with 2 bedrooms for 4  people (or 4 adults and 2 children). Large living room with a sofa-bed, open plan kitchen, perfectly equipped. WIFI, air-con. Located in Eixample, close to the beautiful avenue Paseo de Sant Joan.<br /><br /><b>The space</b><br />This beautiful apartment has been recently renovated and tastefully refurbished. There is a spacious living / dining room with a sofa-bed (which sleeps comfortably 2 people), TV, HiFi and WIFI internet. The open plan kitchen is well equipped (including a microwave, a coffee maker, a kettle, a toaster and a washing machine). There are 2 bedrooms (1 double and 1 twin), a bathroom with a shower and a separate lavatory. <br />It is located on the 3rd floor and there is a lift, there is also air-conditioning in the master bedroom and heating in the whole apartment.<br />We only accept families or a couple as we won´t accept any kind of noise or parties  - in case of doubt please contact us before booking.<br />HUTB-011651<br /><",Simona & Pia,within a day,83%,"Barcelona, Catalonia, Spain",Entire home/apt,3,"[""Kitchen"", ""Microwave"", ""Elevator"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""Dishwasher"", ""Paid parking on premises"", ""Hangers"", ""Iron"", ""Private entrance"", ""Oven"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Air conditioning"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""TV"", ""Fire extinguisher"", ""Host greets you""]",171.0,t,10.0,10.0,10.0,T,2.17002,41.39793
111,Charming 2 bdrm apartment next to Sagrada Familia,"Jazz BCN Apartments is  a new concept of accommodation in Barcelona inspired by the Jazz genre.  A place designed for people looking for comfort, style and all  amenities included.<br /><br />The Jazz BCN Apartments building is  strategically located in a quiet residential area of Eixample, just 5  minutes from the Sagrada Familia. Recently renovated, each apartment  combines stylish and modern furnishing details.<br /><br />Cool Jazz 13 apartment takes  its name from the genre Cool Jazz; soft, thoughtful and quiet musical  style. Following this concept, the apartment has been designed to  provide an atmosphere of tranquility. As well, it features two pleasant  bedrooms, a kitchen open to dining room and a living room with plenty of  natural light and nice balcony. It will be the ideal place to enjoy a  dream vacation with all services included.<br /><br />* Recommended for family or group of friends.<br />* The Terrace that can be seen in the images, is shared, is located on the roof ",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,5,"[""Dishwasher"", ""Hair dryer"", ""TV"", ""Air conditioning"", ""Heating"", ""Kitchen"", ""High chair"", ""Wifi"", ""Crib"", ""Shampoo"", ""Coffee maker"", ""Oven"", ""Essentials"", ""Microwave"", ""Elevator"", ""Washer"", ""Iron""]",171.0,t,9.0,9.0,9.0,T,2.1760900000000003,41.412690000000005
112,"Grand Central Apartment (150m2, 5 bedrooms)","HUTB-002994<br />WE DO NOT ACCEPT GROUPS OF YOUNGSTERS!!!<br />Big apartment in the Heart of the beautifulest Area in Barcelona with 5 bedrooms, spacious living room and 3 bathrooms in a historical modernistic  building <br />Very close to Sagrada Familia and Placa Catalunya, all the sights are in the walking distance.<br />the entrance to the apartment is under video surveillance<br /><br /><b>The space</b><br />Fantastic antique apartment in the Heart of the best Barcelonas areas Eixample<br />close to Sagrada Familia and Placa Catalunia, all the sights are in the walking distance. <br />There is everything necessary in the apartment, 3 bathrooms, Wi-Fi, kitchen, 5 bedrooms and living room. <br />4 rooms of the apartment have balconies, the high hand sculptered celling<br />We provide the bed linen;<br /><br /><b>Guest access</b><br />The guests have the whole flat<br />The apartment is located in a residential building, so we do not accept groups of young people under 30 years old. ",Tom’s Team,within an hour,90%,"Barcelona, Spain",Entire home/apt,12,"[""Elevator"", ""Refrigerator"", ""Hot water"", ""Wifi"", ""Cooking basics"", ""Host greets you"", ""Essentials"", ""Luggage dropoff allowed"", ""Kitchen"", ""Iron"", ""Coffee maker"", ""Hair dryer"", ""Dishes and silverware"", ""Heating"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Microwave""]",171.0,t,9.0,9.0,10.0,T,2.1766799999999997,41.39605
113,Modern apartment with a terrace,"Modern apartment which has been recently renovated and tastefully furbished. 2 bedrooms (1 double, 1 twin), living dining room, kitchen, bathroom with a bath and  a beautiful and spacious terrace with beautiful garden furniture and lovely plants.<br />Due to that noise is easily heard between the apartments there are restrictions of using the terrace during night time and the general rules in the house makes us believe that this apartment is not suitable for groups of friends.<br /><br /><b>The space</b><br />This beautiful 60 m2 apartment has a spacious living dining room with a sofa-bed (which sleeps 2 people), TV, WIFI Internet and a dining table for 6 people. The kitchen is modern and perfectly equipped (including a microwave, a kettle, a coffee maker, a toaster, a dish washer, a washing machine etc). There are 2 bedrooms, 1 with a double bed and the other one with 2 single beds and the bathroom has a bath and a hair-dryer. A very special feature is the beautiful private terrace wi",Simona & Pia,within a day,83%,"Barcelona, Catalunya, Spain",Entire home/apt,6,"[""Refrigerator"", ""Wifi"", ""Host greets you"", ""Fire extinguisher"", ""Patio or balcony"", ""Room-darkening shades"", ""Bed linens"", ""Private entrance"", ""TV"", ""Hot water"", ""Washer"", ""Air conditioning"", ""Essentials"", ""Dishes and silverware"", ""Microwave"", ""Cooking basics"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hangers"", ""Oven"", ""Kitchen"", ""Iron"", ""Heating"", ""Long term stays allowed""]",171.0,t,9.0,9.0,8.0,T,2.15574,41.374559999999995
114,Modern Penthouse with views to Casa Mila,"RAMBLA CATALUNYA PROVENZAL PH. Luxurious penthouse of 100 square meters in the heart of Barcelona. Located on Rambla Catalunya, you will enjoy a large terrace overlooking the city and the iconic Gaudi's Pedrera building. <br />  <br />The apartment has three double bedrooms and two bathrooms, with a living room and a separate American kitchen. <br />  <br />The modern and spacious kitchen enjoys a pleasant and cozy atmosphere. It is equipped with all the utensils you may need during your stay. <br />  <br />It is an apartment with an exclusive terrace for our clients with teak table and chairs to eat and hammocks to sunbathe or rest. <br />  <br />Being close to Plaza Catalunya and Las Ramblas, and next to the Paseo de Gracia metro and train station, this allows you to be very well connected if you come for business or walk to the most interesting places in the city in a few minutes. .<br /><br /><b>The space</b><br />Spectacular 100 square meter penthouse in the heart of Barcelona. It",Homes In Blue,within an hour,84%,"Barcelona, Catalunya, Spain",Entire home/apt,6,"[""Elevator"", ""Coffee maker"", ""Oven"", ""Air conditioning"", ""Hair dryer"", ""Washer"", ""TV"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Iron"", ""Refrigerator"", ""Heating""]",170.0,t,10.0,9.0,10.0,T,2.16012,41.3933
115,2 bedroom next to Fira - España 3,"Plaza España 3 is an airy and luminous 2-bedroom apartment located in the traditional Sants-Montjuic district. Providing sleep up for 6 people and well connected by metro, train and buses, it is the ideal place for families or group of friends wanting to have a good time in Barcelona. Its large living and dining room is the perfect place to gather for a good dinner around the big wooden table. The balconies overlooking the street makes the apartment very luminous.<br /><br />It is also equipped with 2 double bedrooms, a complete bathroom and a modern open-kitchen. Additional Information:Elevator (lift is not from ground floor, there is a flight of stairs to arrive to the lift)  <br /><br />COVID-19 prevention:<br />Habitat Apartments complies with the Cleaning and Security protocols contained in the Order of the Ministry of Health SND/399/020, of May 9 regarding COVID-19. These protocols regulate:<br /> 1) The cleaning to be carried out in the apartments with appropriate products, repl",Habitat Apartments,within an hour,94%,"Barcelona, Spain",Entire home/apt,6,"[""Crib"", ""Elevator"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""Oven"", ""Air conditioning"", ""Bathtub"", ""Washer"", ""Shampoo"", ""Cable TV"", ""Hair dryer"", ""TV"", ""High chair"", ""Wifi"", ""Iron"", ""Dryer"", ""Heating"", ""Patio or balcony"", ""Essentials""]",170.0,t,9.0,8.0,10.0,T,2.1430599999999997,41.37449
116,Cozy apartment with views to Rambla Catalunya,"RAMBLA CATALUNYA CAMPIÑA, spectacular apartment with 3 bedrooms and two bathrooms with a large living room with a sofa, in one of the most glamorous streets of the city. Its 80 square meters will allow you to enjoy a very pleasant stay in the city. <br />  <br />From the balcony you will be able to observe the spectacular Rambla Catalunya. Spend a few days relaxing in our cozy apartment, and stroll along this unique boulevard full of shops, restaurants and modernist buildings. <br />  <br />Being 1 km from Plaza Catalunya and Las Ramblas, and next to the Paseo de Gracia metro and train station, this allows you to be very well connected if you come for business or walk to the most interesting places in the city in a few minutes.<br /><br /><b>The space</b><br />Comfortable apartment with 2 double rooms, 1 single with two beds, a fully equipped kitchen and two bathrooms located on the fifth floor of one of the most emblematic buildings on the Rambla Catalunya. <br />  <br />Our decoratio",Homes In Blue,within an hour,84%,"Barcelona, Catalunya, Spain",Entire home/apt,6,"[""Elevator"", ""Refrigerator"", ""Cable TV"", ""Wifi"", ""Washer"", ""Oven"", ""Air conditioning"", ""Patio or balcony"", ""TV"", ""Iron"", ""Coffee maker"", ""Dishwasher"", ""Hair dryer"", ""High chair"", ""Dishes and silverware"", ""Heating""]",170.0,t,9.0,9.0,10.0,T,2.1602,41.3932
117,SnowWhite 6be/3ba Flat. Central ac.  Roof terrace.,"The apartment is only for long-term stays (32 nights and longer).<br /><br />6.5 bedroom newly renovated apartment with 3 full bathrooms. 100+ years old mosaic floors (a different design in every room) and beautiful ceilings with decorative moldings.<br /><br />Central a/c.  Combination washer/dryer.  Elevator.  Access to shared roof terrace.<br /><br /><b>The space</b><br />FOR MONTHLY STAYS ONLY (32+ nights and longer).<br /><br />Apartment description - 6.5 bedroom newly renovated apartment with 3 full bathrooms. This apartment still has the 100+ years old mosaic floors (a different design in every room) and beautiful ceilings with decorative moldings. All bathrooms are accessible from the hallway (no need to cross a bedroom). Two bathrooms each have a sink, shower, and toilet. One bathroom has a sink, bathtub/shower, and toilet.<br /><br />Part of the apartment is divided into 2 levels: The ceilings in the living rooms and 3 bedrooms are very high, and 3 of the bedrooms and 1 bathr",Fernando,within a day,78%,"Barcelona, Catalonia, Spain",Entire home/apt,10,"[""Elevator"", ""Kitchen"", ""Microwave"", ""Coffee maker"", ""Long term stays allowed"", ""Hot water"", ""Cooking basics"", ""High chair"", ""Hangers"", ""Iron"", ""Dryer"", ""Luggage dropoff allowed"", ""Washer"", ""Paid parking off premises"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Crib"", ""Keypad"", ""Hair dryer"", ""Air conditioning"", ""Cable TV"", ""Dishes and silverware"", ""Bed linens"", ""Essentials"", ""TV"", ""Stove""]",167.0,t,9.0,9.0,10.0,T,2.17082,41.39833
118,Romantic Apartment with Terrace (51) HUTB: 004807,"Our apartment is in the emblematic Eixample. Sant Antoni district offers both the ambiance of a town village and attraction of a trendy district. <br /><br />The famous Sant Antoni’s fresh food market and its extended offer of tradicional products.<br /><br />HUTB: 004807<br /><br /><b>The space</b><br />A brand new condo, right into the center composed of:<br /><br />- An American Style kitchen with its bar <br />- Living room with sofa ( Option to prepare it for 1 sleeper )<br />- An Ensuite its shower and independent WC <br />- A Double bedroom <br />- A Terrace<br />- Complete bathroom <br />- WiFi Etc etc <br /><br />...all that you need to have a good stay in BCN city<br /><br />Plus: have a look at our review will confirm we are telling you !<br /><br /><b>Guest access</b><br />Full access to the building with a digital access code, elevator and Wi-Fi<br /><br /><b>Other things to note</b><br />- Please always lock the apartment’s door securely and make sure building’s door clos",Oswald,within a day,90%,"Barcelona, Catalunya, Spain",Entire home/apt,5,"[""Elevator"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Cooking basics"", ""Dedicated workspace"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Dishes and silverware"", ""Iron"", ""Smoke alarm"", ""Heating"", ""Essentials""]",166.0,t,10.0,10.0,10.0,T,2.1616299999999997,41.38381
119,Be Mate Paseo de Gracia Executive Terrace 402,"Located in one of the most well-known and beautiful areas of Barcelona is located Be Mate Paseo de Gracia, a space with 25 recently renovated. Be Mate Paseo de Gracia counts with free WIFI connection and also with recepction service from 07:00 to 23:00, where you will be helped in everything you need to make your stay in Barcelona the best of your experiences. <br />An space that will meet all your expectations.<br /><br /><b>The space</b><br />The apartment Executive Terrace 402 is a cozy and bright space of 60m2 and also a 20 m2 Terrace, decorated with a modern style and everything necessary to cover your needs.  <br />With capacity for 4 guests, the apartment is distributed in 2 bedrooms with a double bed, and a second bedroom with a double bed. Bed clothing and pillows are included in the bedroom. There are 2 full bathrooms with shower, hairdryer, soap, shampoo and towels. The kitchen has everything necessary to prepare and taste your best meals, where you will find cookware, fridg",Be Mate,within an hour,80%,"Barcelona, Catalunya, Spain",Entire home/apt,4,"[""Elevator"", ""Wifi"", ""Air conditioning"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Heating"", ""TV""]",166.0,t,10.0,10.0,10.0,T,2.15754,41.3978
